@relation TrainingData_g3-8

@attribute light_livingroom {off on}
@attribute light_hallway {off on}
@attribute light_bedroom {off on}
@attribute light_kitchen {off on}
@attribute light_study {off on}
@attribute switch_door_hallway {on off}
@attribute audio_livingroom {off on}
@attribute current_watercoldfan_livingroom {off standby on}
@attribute current_lamp_bedroom {off standby on}
@attribute current_PC_bedroom {off standby on}
@attribute current_TV_livingroom {off standby on}
@attribute current_lamp_livingroom {off standby on}
@attribute current_xbox_livingroom {off standby on}
@attribute current_microwave_kitchen {off standby on}
@attribute current_AC_bedroom {off standby on}
@attribute current_AC_livingroom {off standby on}
@attribute current_lamp_study {off standby on}
@attribute current_NB_study {off standby on}
@attribute current_nightlamp_bedroom {off standby on}
@attribute people_hallway {off on}
@attribute people_livingroom {off on}
@attribute people_bedroom {off on}
@attribute people_kitchen {off on}
@attribute people_study {off on}
@attribute class {OtherActivity g3-8}

@data
off off off on off off off standby off standby off off off standby standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off off off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby off on off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off on off off off standby off standby on off off on standby standby off standby off off on off on off g3-8
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off on standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
on off off off off off off standby off standby on off off standby off standby off standby on off on on off off OtherActivity
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off on off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off off off off off off standby off standby off off off on standby standby off standby off off off off on off g3-8
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off on standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off on standby off on off off off standby standby standby off standby off off off on off off OtherActivity
off off on off off off off standby off on off off off standby standby standby off standby off off off on off off OtherActivity
